player_id,g,ab,r,h,x2b,x3b,hr,rbi,sb,cs,bb,so,last_year
cabreas01,1247,4661,626,1253,278,23,125,571,83,30,386,905,2016
cabrejo02,609,1406,189,362,79,9,18,157,38,16,73,241,2008
cabreme01,1520,5630,746,1609,314,42,114,683,97,34,437,738,2016
cabremi01,2096,7853,1321,2519,523,17,446,1553,38,20,1011,1516,2016
cabreor01,1985,7562,985,2055,459,32,123,854,216,57,514,745,2011
cainma01,322,579,26,69,11,1,7,32,0,0,21,288,2016
cairomi01,1490,3956,504,1044,193,34,41,394,139,40,243,482,2012
callaal01,1093,3556,391,941,170,14,52,369,22,14,350,365,2015
camermi01,1955,6839,1064,1700,383,59,278,968,297,83,867,1901,2011
campsh01,541,1,0,1,0,0,0,0,0,0,0,0,2014
cancero01,45,100,10,20,4,0,1,10,1,2,6,22,2011
canoro01,1848,7210,1065,2210,479,33,278,1086,50,38,501,964,2016
capuach01,321,371,16,46,10,0,1,20,0,0,10,176,2016
carlybu01,151,57,6,10,0,0,0,4,0,0,3,17,2015
carmofa01,270,73,2,4,0,0,0,2,0,0,1,40,2016
carpech01,350,439,18,52,8,0,2,21,0,1,12,144,2012
carradj01,290,15,0,0,0,0,0,0,0,0,0,5,2012
carragi01,313,31,2,3,0,0,0,0,0,0,1,11,2006
carrahe01,647,26,1,1,0,0,0,0,0,0,0,19,2007
carroja01,1276,3671,560,1000,148,27,13,265,74,36,410,581,2013
casanra01,387,1081,98,255,40,5,35,130,2,3,98,200,2008
caseyse01,1405,5066,690,1531,322,12,130,735,18,8,477,577,2008
castial01,418,1026,98,226,39,2,12,101,3,6,103,219,2007
castifr01,297,338,7,37,0,0,0,13,0,1,13,111,2005
castilu01,1720,6510,1001,1889,194,59,28,443,370,142,800,850,2010
castivi02,1854,6822,902,1884,349,28,320,1105,33,43,423,1069,2006
castrju01,1103,2627,253,601,123,13,36,234,5,9,149,472,2011
castrra01,567,1426,155,338,66,0,67,217,2,0,151,375,2011
catalfr01,1265,3824,562,1113,262,37,84,457,45,27,331,492,2010
cedenro01,1100,3174,478,865,127,32,40,274,213,63,319,613,2005
cedenro02,875,2565,265,629,116,20,40,239,39,25,146,567,2014
chambjo03,385,6,0,0,0,0,0,0,0,0,1,2,2016
chaveen01,1151,3149,385,849,140,34,30,266,106,42,180,356,2014
chaveer01,1615,5518,816,1477,318,24,260,902,50,17,639,1079,2014
chavera01,263,680,48,157,27,1,7,65,4,2,31,115,2009
chenbr01,401,125,5,19,1,0,0,3,0,0,3,58,2015
choatra01,672,5,0,0,0,0,0,0,0,0,1,3,2015
choosh01,1173,4310,676,1206,255,25,146,566,118,48,608,1091,2016
chrisja01,529,10,0,1,0,0,0,1,0,0,0,7,2005
chulkvi01,259,4,0,1,0,0,0,0,0,0,0,0,2012
cirilje01,1617,5396,800,1598,343,21,112,727,63,37,563,694,2007
clarkto02,1559,4532,629,1188,233,11,251,824,6,9,527,1209,2009
claytro01,2108,7379,935,1904,363,55,110,723,231,100,565,1415,2007
clemero02,709,179,5,31,6,0,0,12,0,0,13,61,2007
clippty01,558,15,0,3,1,0,0,0,0,0,0,6,2016
colbrgr01,992,2769,337,801,155,12,98,422,29,21,170,444,2004
colomje01,341,2,0,0,0,0,0,0,0,0,0,2,2010
colonba01,509,276,10,25,4,0,1,11,0,0,1,153,2016
coneda01,451,412,28,64,9,0,0,22,0,1,16,91,2003
coninje01,2024,6957,870,1982,385,36,214,1071,54,29,671,1168,2007
contrjo01,299,29,1,0,0,0,0,0,0,0,3,18,2013
cookaa01,272,382,26,58,7,1,0,19,0,0,21,130,2012
coraal01,1273,3408,360,828,140,39,35,286,47,21,248,423,2011
cordefr01,800,3,0,0,0,0,0,0,0,0,0,1,2012
cordewi01,1247,4311,587,1178,261,19,122,566,49,19,325,775,2005
coreybr01,91,0,0,0,0,0,0,0,0,0,0,0,2008
cormirh01,683,192,15,36,4,1,0,12,0,0,5,45,2007
correke01,363,300,12,36,6,0,0,13,0,2,11,125,2015
cottsne01,483,2,0,1,1,0,0,0,0,0,0,1,2015
counscr01,1624,4741,647,1208,218,40,42,390,103,49,589,663,2011
crainje01,532,1,0,0,0,0,0,0,0,0,0,1,2013
crawfca02,1716,6655,998,1931,309,123,136,766,480,109,377,1067,2016
credejo01,888,3101,392,787,159,5,140,470,4,12,199,459,2009
creekdo01,279,5,1,1,0,0,0,0,0,0,0,3,2005
crispco01,1586,5930,877,1572,308,57,130,639,309,79,561,865,2016
crometr01,196,524,54,118,22,1,12,48,0,1,27,101,2003
cruzja01,409,729,95,176,38,2,19,105,4,8,85,207,2005
cruzjo02,1388,4724,713,1167,252,36,204,624,113,39,658,1147,2008
cruzju02,450,70,2,8,1,1,0,2,0,0,4,28,2012
cruzne02,1270,4683,677,1287,252,12,284,795,74,30,426,1174,2016
cuddymi01,1536,5488,809,1522,333,42,197,794,75,22,527,1101,2015
cummimi01,460,1113,136,286,60,8,22,124,9,6,94,200,2005
custja01,670,2107,311,510,96,2,105,323,6,6,444,819,2011
daalom01,392,270,23,53,8,0,2,21,0,0,14,61,2003
damonjo01,2490,9736,1668,2769,522,109,235,1139,408,103,1003,1257,2012
danksjo01,247,24,0,2,0,0,0,0,0,0,1,8,2016
davieky01,153,69,4,9,1,0,2,9,0,0,4,25,2015
davisdo02,306,412,12,34,4,2,0,13,0,0,4,175,2011
davisra01,1201,3687,544,983,199,40,55,353,365,93,228,708,2016
deazaal01,810,2513,359,657,129,30,51,249,90,44,222,606,2016
dejeami01,567,17,0,1,1,0,0,0,0,0,0,10,2006
dejesda01,1472,5220,740,1434,288,65,99,573,66,62,510,838,2015
delarjo01,306,378,20,48,4,0,0,27,0,0,6,160,2016
delgaca01,2035,7283,1241,2038,483,18,473,1512,14,8,1109,1745,2009
delluda01,1099,2873,431,736,141,35,101,398,41,25,322,714,2009
delosva01,235,12,0,0,0,0,0,0,0,0,1,8,2008
dempsry01,586,588,23,58,9,2,0,17,0,0,13,221,2013
denorch01,808,2162,289,587,103,17,41,196,56,20,187,408,2015
derosma01,1241,3633,538,975,196,12,100,494,23,18,358,707,2013
desseel01,445,240,14,39,4,1,0,16,0,0,22,65,2010
detwiro01,189,116,3,7,0,0,0,3,0,0,3,60,2016
diazei01,673,2061,222,523,116,6,21,202,21,10,96,199,2006
diazma02,736,1881,212,546,98,14,45,226,33,16,106,378,2013
dickera01,371,206,13,36,3,0,0,11,0,0,4,37,2016
difelmi01,550,1558,145,368,83,9,28,167,3,2,101,334,2008
dobbsgr01,959,2097,204,548,106,9,46,274,14,6,132,402,2014
doteloc01,758,77,3,5,0,0,0,1,0,0,5,44,2013
doumiry01,980,3093,350,818,191,7,104,413,12,6,232,621,2014
downssc01,619,45,3,3,0,0,0,1,0,0,3,17,2014
dreifda01,277,239,26,44,10,0,6,23,2,0,8,107,2004
drewjd01,1566,5173,944,1437,273,48,242,795,87,37,862,1137,2011
drewst01,1222,4308,556,1085,251,63,122,507,41,19,427,905,2016
duchsju01,224,6,0,0,0,0,0,0,0,0,0,6,2010
dukeza01,447,317,17,57,7,0,2,23,0,0,12,117,2016
dunnad01,2001,6883,1097,1631,334,10,462,1168,63,25,1317,2379,2014
durbich01,456,24,0,2,0,0,0,1,0,0,0,8,2013
durhara01,1975,7408,1249,2054,440,79,192,875,273,97,820,1201,2008
dyeje01,1763,6487,984,1779,363,25,325,1072,46,26,597,1308,2009
easleda01,1706,5484,735,1386,287,27,163,684,114,56,510,935,2008
eatonad01,237,341,30,66,16,1,3,26,5,1,33,113,2009
eckstda01,1311,5041,701,1414,232,20,35,392,123,45,376,418,2010
edmonji01,2011,6858,1251,1949,437,25,393,1199,67,50,998,1729,2010
eischjo01,327,28,4,5,1,0,0,0,0,0,1,12,2006
elartsc01,233,166,13,23,3,0,0,3,0,0,5,53,2008
eldreca01,346,72,7,8,2,0,0,4,0,1,6,39,2005
ellisma01,1435,5117,690,1343,257,25,105,550,82,29,438,801,2014
ellsbja01,1123,4490,684,1282,221,43,97,473,321,68,358,674,2016
embreal01,882,3,0,0,0,0,0,0,0,0,1,2,2009
encared01,1513,5409,829,1439,311,8,310,942,56,13,662,1004,2016
encarju01,1259,4685,618,1264,242,46,156,667,127,59,288,853,2007
ericksc01,390,35,4,4,1,0,0,1,0,0,4,15,2006
erstada01,1654,6024,913,1697,316,33,124,699,179,58,475,939,2009
escobke01,411,27,1,3,0,0,0,1,0,0,0,13,2009
escobyu01,1345,4965,646,1405,238,11,83,488,33,28,480,635,2016
estessh01,311,498,50,79,15,2,4,28,1,1,15,166,2008
ethiean01,1433,4766,638,1359,302,34,160,684,29,28,515,928,2016
evelada01,187,22,0,1,0,0,0,0,0,0,2,13,2016
everead01,880,2758,334,668,135,15,40,283,67,21,174,455,2011
evereca01,1405,4809,707,1304,258,26,202,792,107,54,442,1021,2006
eyresc01,617,13,0,2,0,0,0,0,0,0,1,6,2009
falkebr01,64,5,1,0,0,0,0,0,0,0,1,5,2008
farnsky01,893,54,3,4,1,0,0,3,0,0,2,18,2014
fasansa01,427,1109,136,245,49,0,47,140,2,3,72,327,2008
fasseje01,720,276,21,23,2,1,0,6,1,0,18,151,2006
feldmsc01,322,61,3,10,3,0,1,9,0,0,0,25,2016
felicpe01,484,6,0,0,0,0,0,0,0,0,2,2,2013
felizpe01,1302,4254,487,1065,209,25,140,598,13,12,230,663,2010
fettemi01,620,0,0,0,0,0,0,0,0,0,0,0,2004
fickro01,846,2373,287,613,116,12,69,324,6,9,235,386,2007
fieldpr01,1611,5821,862,1645,321,10,319,1028,18,11,847,1155,2016
figgich01,1282,4701,708,1298,188,58,35,403,341,119,540,832,2014
figuene01,145,116,7,20,2,1,0,8,0,0,5,43,2011
finlest01,2583,9397,1443,2548,449,124,304,1167,320,118,844,1299,2007
flahejo01,1047,3372,319,849,176,3,80,395,10,19,175,514,2005
floydcl01,1621,5319,824,1479,340,23,233,865,148,43,601,1064,2009
floydga01,243,75,0,5,0,0,0,0,0,0,2,43,2016
fordle01,519,1585,235,425,83,10,35,176,48,10,154,249,2012
fordybr01,623,1807,172,467,103,4,41,188,8,6,119,295,2004
foulkke01,619,16,0,2,0,0,0,0,0,0,0,5,2008
foxch02,219,7,0,0,0,0,0,0,0,0,0,3,2009
francfr01,391,0,0,0,0,0,0,0,0,0,0,0,2014
francje01,256,303,18,35,7,0,0,16,0,0,25,102,2015
francje02,1481,5260,626,1373,281,27,160,698,54,39,284,1080,2016
francjo01,1119,34,2,3,0,0,0,1,0,0,0,14,2005
francju01,2527,8677,1285,2586,407,54,173,1194,281,107,917,1341,2007
frandke01,514,1246,134,322,57,5,15,110,7,5,64,128,2015
frankry01,532,22,1,2,0,0,0,1,0,0,2,12,2011
frasoja01,679,0,0,0,0,0,0,0,0,0,0,0,2015
fuentbr01,650,1,0,0,0,0,0,0,0,0,0,0,2012
furcara01,1614,6477,1063,1817,311,69,113,587,314,94,643,910,2014
gagneer01,402,86,5,12,2,1,1,3,0,1,1,25,2008
galaran01,2257,8096,1195,2333,444,32,399,1425,128,81,583,2003,2004
gallayo01,277,424,37,85,21,0,12,42,0,0,13,149,2016
gantro01,1832,6449,1080,1651,302,50,321,1008,243,102,770,1411,2003
garcifr02,377,77,1,12,2,0,0,4,0,0,2,26,2013
garcija01,566,4,0,1,0,0,0,1,0,0,1,1,2016
garcika01,488,1463,180,352,44,13,66,212,10,13,81,330,2004
garcino01,1434,5586,927,1747,370,52,229,936,95,31,403,554,2009
garlajo01,367,175,12,24,2,0,1,7,0,0,10,65,2013
garzama01,266,239,6,19,3,0,0,3,0,1,6,142,2016
gaudich01,346,65,1,2,0,0,0,1,0,0,4,34,2013
germaes01,409,1016,159,284,54,15,8,111,34,15,117,187,2011
germaju01,96,67,4,10,2,0,0,3,0,0,4,31,2014
giambja01,2260,7267,1227,2010,405,9,440,1441,20,12,1366,1572,2014
gibboja01,840,2917,364,759,166,7,127,427,2,7,224,442,2011
gilbe01,604,1610,158,381,75,12,32,171,24,21,102,448,2003
gilesbr02,1847,6527,1121,1897,411,55,287,1078,109,45,1183,835,2009
girarjo01,1277,4127,454,1100,186,26,36,422,44,31,279,607,2003
glaustr01,1537,5410,889,1375,293,10,320,950,56,29,854,1377,2010
gloadro01,795,1673,195,470,93,9,34,222,12,9,107,224,2011
glovega01,263,28,3,2,0,0,0,1,0,0,2,14,2008
gomesjo01,1203,3456,495,835,157,14,162,526,50,24,417,1088,2015
gomezca01,1204,3910,572,1003,195,38,116,453,239,65,256,999,2016
gomezch02,1515,4604,517,1206,234,18,60,487,35,33,408,750,2008
gonzaad01,1804,6739,968,1954,415,12,308,1146,6,6,751,1324,2016
gonzaal01,1396,4977,623,1209,274,27,137,536,97,48,392,1165,2006
gonzaal02,1609,5776,667,1418,332,31,157,690,30,22,300,1168,2014
gonzaed01,121,72,1,12,1,0,0,3,0,0,2,18,2013
gonzaje01,132,86,2,10,1,0,0,3,0,0,4,28,2006
gonzaju03,1689,6556,1061,1936,388,25,434,1404,26,19,457,1273,2005
gonzalu01,2591,9157,1412,2591,596,68,354,1439,128,87,1155,1218,2008
gonzami02,509,3,0,1,1,0,0,2,0,0,0,0,2013
goodwto01,1288,3846,636,1029,125,39,24,284,369,118,365,660,2004
gordoal01,1264,4690,667,1238,278,23,151,563,89,36,520,1148,2016
gordoto01,893,2,0,0,0,0,0,0,0,0,0,0,2009
gorzeto01,314,217,6,20,0,0,0,13,0,0,9,102,2016
gracema01,2245,8065,1179,2445,511,45,173,1146,70,48,1075,642,2003
graffto01,981,2810,442,746,145,21,58,302,53,25,275,486,2009
grandcu01,1649,6127,1039,1564,283,89,293,801,145,44,758,1589,2016
graveda01,520,76,5,8,0,0,2,3,1,0,1,25,2006
greenni01,418,1078,147,254,58,5,17,103,6,11,80,286,2013
greensh01,1951,7082,1129,2003,445,35,328,1070,162,52,744,1315,2007
greento02,536,1573,181,397,82,3,71,217,5,4,67,332,2006
greggke01,594,6,0,0,0,0,0,0,0,0,0,5,2015
greinza01,396,343,32,75,17,0,6,17,5,0,19,67,2016
grillja01,549,15,1,3,0,0,1,3,0,0,0,3,2016
grimsja01,553,43,4,4,0,0,0,2,0,0,5,13,2006
grissma02,2165,8275,1187,2251,386,56,227,967,429,116,553,1240,2005
groombu01,786,0,0,0,0,0,0,0,0,0,0,0,2005
grudzma01,1802,7052,946,2040,391,36,90,640,133,52,364,954,2010
guarded01,909,1,0,0,0,0,0,0,0,0,0,0,2009
guerrma02,555,3,0,0,0,0,0,1,0,0,1,2,2014
guerrvl01,2147,8155,1328,2590,477,46,449,1496,181,94,737,985,2011
guillca01,1305,4673,733,1331,266,51,124,660,74,47,510,804,2011
guilljo01,1650,5888,748,1591,305,25,214,887,31,26,321,1103,2010
guthrje01,315,60,3,6,2,0,0,1,0,0,1,27,2015
guthrma01,766,14,0,1,0,0,0,0,0,0,0,2,2003
gutiefr01,919,2976,386,765,147,9,96,353,78,18,221,720,2016
gutieri01,1119,3632,471,967,141,25,38,357,50,30,364,586,2004
guzmacr01,1406,5382,727,1459,238,89,62,467,125,68,265,783,2010
guzmafr01,48,95,14,20,3,0,1,7,10,4,4,17,2013
hafnetr01,1183,4058,619,1107,250,13,213,731,11,7,598,976,2013
hairsje02,1442,4387,580,1126,233,22,70,420,147,68,373,572,2013
hairssc01,923,2431,300,589,133,17,106,313,36,11,175,577,2014
hallaro01,416,275,15,34,2,0,0,12,0,0,4,137,2013
hallbi03,1054,3334,450,827,210,21,125,440,62,40,286,971,2012
hamelco01,346,618,38,107,15,2,1,28,1,3,17,258,2016
hamiljo02,243,339,19,43,8,1,4,22,0,0,8,167,2003
hammeja01,313,333,21,52,8,0,1,21,0,0,7,130,2016
hammoch01,444,238,30,48,7,1,4,14,0,0,28,96,2006
hammoje01,957,3032,475,824,172,17,110,423,67,30,292,596,2005
hamptmi01,448,725,97,178,22,5,16,79,3,4,47,195,2010
hanigry01,647,1858,183,465,69,1,28,202,1,1,247,264,2016
hanseda01,1230,1793,187,466,79,6,35,222,5,7,283,332,2005
happja01,233,186,10,18,2,0,1,6,0,0,9,82,2016
haranaa01,388,670,16,65,8,0,1,21,0,0,5,294,2015
hardyjj01,1488,5551,694,1433,278,13,184,664,8,8,399,912,2016
harenda01,401,414,31,83,26,0,2,39,0,0,17,121,2015
harikti01,73,4,0,1,0,0,0,1,0,0,0,3,2007
harribr01,529,1694,208,434,99,7,33,167,5,5,132,343,2013
harrile01,1903,3924,460,1055,161,21,37,369,131,54,279,337,2005
harriwi01,1046,2441,365,580,100,24,39,212,107,40,306,500,2012
hartco01,1048,3729,549,1009,221,33,162,538,85,40,286,853,2015
haselbi01,589,1606,185,416,94,3,47,210,9,9,114,300,2003
hattesc01,1314,4226,538,1153,249,7,106,527,3,8,562,503,2008
hawkila01,1042,8,0,0,0,0,0,0,0,0,0,7,2015
hawpebr01,910,2934,400,806,176,23,124,492,13,16,430,810,2013
hayneji01,230,213,16,32,9,0,0,13,0,0,5,71,2004
headlch01,1262,4524,558,1191,241,15,118,531,84,27,508,1146,2016
helliri01,301,104,4,6,1,0,0,1,0,0,8,43,2006
helmswe01,1212,2711,280,694,151,14,75,374,3,12,220,687,2011
heltoto01,2247,7962,1401,2519,592,37,369,1406,37,29,1335,1175,2013
hendrma01,329,97,8,13,3,1,1,3,0,0,6,53,2011
hentgpa01,344,84,4,9,0,0,0,0,0,0,4,25,2004
heredfe01,511,15,0,4,0,0,0,1,0,0,0,4,2005
hergema01,567,36,0,6,0,0,0,1,0,0,1,22,2009
hermadu01,358,322,14,30,5,0,2,10,0,0,20,161,2006
hernafe02,359,43,3,4,1,0,1,7,0,0,2,20,2016
hernajo01,1587,4618,623,1166,193,33,168,603,41,38,384,1391,2006
hernali01,537,973,64,215,38,2,10,85,0,0,10,130,2012
hernaor01,220,116,6,18,3,1,0,5,3,0,1,41,2007
hernara02,1526,5105,580,1345,262,8,169,757,9,5,430,734,2013
hernaro01,1010,2,0,1,0,0,0,0,0,0,0,1,2007
higgibo02,1362,4910,736,1336,270,33,187,709,91,53,649,796,2005
hillaa01,1525,5578,729,1492,323,21,161,688,74,35,432,834,2016
hillko01,341,951,83,197,44,4,8,77,3,1,77,274,2014
hillri01,222,126,1,14,3,0,0,6,0,0,2,59,2016
hinsker01,1387,3797,549,947,240,18,137,522,61,21,452,949,2013
hitchst01,281,210,14,19,0,0,0,5,0,1,7,112,2004
hochelu01,280,16,0,1,0,0,0,0,0,0,0,10,2016
hockide01,954,2358,294,591,112,17,25,226,36,27,205,442,2005
hoffmtr01,1035,34,1,4,2,0,0,5,0,0,0,11,2010
holbeaa01,23,30,3,6,3,0,0,2,1,0,3,8,2005
hollato01,1118,3191,451,871,192,22,98,401,75,43,262,701,2006
hollima01,1773,6583,1104,1995,448,32,295,1153,107,37,744,1230,2016
holmeda01,557,28,2,3,0,0,1,2,0,0,1,14,2003
holtzmi01,353,3,0,0,0,0,0,0,0,0,0,2,2006
hoovepa01,40,100,10,25,3,0,0,8,0,0,5,31,2010
howarry01,1572,5707,848,1475,277,21,382,1194,12,5,709,1843,2016
howeljp01,531,13,1,2,0,0,0,1,0,0,0,7,2016
howrybo01,769,5,0,1,0,0,0,0,0,0,0,2,2010
hubbatr01,476,762,124,196,33,7,16,72,33,17,83,166,2003
hudsoor01,1345,4825,648,1319,256,66,93,542,85,28,483,825,2012
hudsoti01,489,613,35,98,19,1,4,42,0,0,26,190,2015
huffau01,1681,6104,806,1699,360,24,242,904,37,25,571,907,2012
hugheph01,253,17,0,0,0,0,0,0,0,0,0,8,2016
hundlto01,1225,3769,495,883,167,7,202,599,14,11,453,988,2003
huntebr02,1000,3347,500,882,146,28,25,241,260,61,243,581,2003
hunteto01,2372,8857,1296,2452,498,39,353,1391,195,99,661,1741,2015
iannech01,946,2848,355,652,139,10,107,402,11,10,471,796,2016
ibanera01,2161,7471,1055,2034,424,51,305,1207,50,29,713,1374,2014
infanom01,1507,5271,609,1427,260,53,82,542,80,33,296,776,2016
ingebr01,1532,5014,563,1166,228,38,152,648,45,40,443,1306,2013
ishiktr01,488,944,114,241,49,5,23,137,3,2,85,257,2015
isrinja01,724,104,11,21,4,1,2,16,0,0,5,36,2012
izturce01,1310,4350,441,1103,177,34,17,312,110,53,226,431,2013
izturma01,909,3013,406,810,159,17,39,334,93,33,267,355,2014
jacksda04,827,2209,332,536,121,17,32,198,133,39,245,517,2006
jacksed01,372,271,21,47,4,0,2,13,1,1,14,111,2016
jacksmi02,1005,28,3,5,2,0,0,1,0,0,1,4,2004
janssca01,437,3,0,0,0,0,0,0,0,0,0,2,2015
jarvike01,191,188,19,30,6,0,1,14,0,1,13,62,2006
jenkige01,1349,4700,688,1293,303,22,221,733,32,14,418,1186,2008
jeterde01,2747,11195,1923,3465,544,66,260,1311,358,97,1082,1840,2014
jimence01,97,1,0,0,0,0,0,0,0,0,0,1,2015
jimenub01,299,286,12,33,0,0,0,11,0,0,17,99,2016
johnsch04,1188,3836,465,940,211,4,167,570,6,10,475,997,2005
johnsda06,443,1382,179,324,61,2,57,203,1,1,214,244,2015
johnsja02,255,32,2,3,0,0,1,1,0,0,2,20,2008
johnsji04,551,2,0,0,0,0,0,0,0,0,0,2,2016
johnske05,1399,4543,632,1140,230,40,155,550,87,36,516,1145,2016
johnsma02,332,934,115,204,37,4,16,83,8,4,124,197,2008
johnsni01,832,2698,430,723,173,5,95,398,29,24,522,572,2012
johnsre02,1320,3630,518,1014,215,23,65,408,41,29,181,728,2015
jonesad01,1394,5347,761,1480,248,27,225,742,86,32,258,1088,2016
jonesan01,2196,7599,1204,1933,383,36,434,1289,152,59,891,1748,2012
jonesch06,2499,8984,1619,2726,549,38,468,1623,150,46,1512,1409,2012
jonesja04,1302,4594,632,1272,255,19,165,630,82,45,314,949,2008
jonesto02,982,19,1,4,1,0,0,0,0,0,1,6,2008
jordabr01,1456,5160,755,1454,267,37,184,821,119,48,353,842,2006
josefe01,747,2527,322,708,135,14,54,324,102,57,203,507,2003
kaplega01,1104,2983,443,799,176,16,82,386,77,30,269,480,2010
karroer01,1755,6441,797,1724,324,11,284,1027,59,30,552,1167,2004
karsast01,358,4,1,0,0,0,0,0,0,0,0,2,2006
kazmisc01,299,69,4,8,0,0,0,4,0,0,1,34,2016
kearnau01,1125,3606,522,914,187,13,121,494,33,21,475,898,2013
kellydo01,585,1098,148,252,28,9,23,98,16,2,92,171,2016
kempma01,1426,5288,819,1513,285,36,240,856,183,61,439,1367,2016
kendaja01,2085,7627,1030,2195,394,35,75,744,189,89,721,686,2010
kendrho01,1344,5068,663,1465,297,34,95,595,111,40,288,939,2016
kennead01,1691,5473,682,1488,288,42,80,571,179,62,401,839,2012
kenneia01,242,316,21,40,11,1,1,18,0,0,32,154,2016
kensilo01,158,8,0,0,0,0,0,0,0,0,0,2,2016
kentje01,2298,8498,1320,2461,560,47,377,1518,94,60,801,1522,2008
keppije01,818,2882,324,814,139,10,45,295,12,8,199,214,2013
kingra01,593,6,0,0,0,0,0,0,0,0,0,3,2008
kinslia01,1534,6127,1059,1696,353,38,212,787,211,58,579,842,2016
kleskry01,1736,5611,874,1564,343,33,278,987,91,41,817,1077,2007
klinest02,796,14,1,2,1,0,0,2,0,0,0,6,2007
konerpa01,2349,8393,1162,2340,410,8,439,1412,9,4,921,1391,2014
kotchca01,939,3071,322,799,157,7,71,388,14,9,267,339,2013
kotsama01,1914,6464,790,1784,353,48,127,720,98,64,554,757,2013
kreutch01,944,2505,289,593,123,8,54,274,5,7,361,593,2003
kroonma01,26,0,0,0,0,0,0,0,0,0,0,0,2004
kubelja01,1036,3480,442,913,187,19,140,564,12,7,355,834,2014
lackejo01,418,183,4,19,6,0,0,7,0,0,6,74,2016
lairdge01,799,2452,314,597,137,9,38,238,21,11,193,494,2015
lakerti01,282,651,66,147,28,2,11,79,5,5,44,162,2006
lambmi01,975,2706,382,746,132,19,69,349,7,10,226,409,2010
laneja01,500,1211,165,292,64,7,61,189,10,6,123,258,2014
langery01,597,1250,177,283,58,12,33,125,11,8,192,388,2013
lankfra01,1701,5747,968,1561,356,54,238,874,258,117,828,1550,2004
larocad01,1605,5593,752,1452,340,13,255,882,13,11,649,1407,2015
larueja01,922,2719,307,628,148,7,96,348,14,11,237,760,2010
lawtoma02,1334,4763,756,1273,267,17,138,631,165,66,681,613,2006
leagubr01,498,2,0,0,0,0,0,0,0,0,1,1,2014
ledeeri01,855,2030,290,494,120,17,63,318,29,15,244,495,2007
leeca01,2099,7983,1125,2273,469,19,358,1363,125,47,655,984,2012
leecl02,337,291,18,51,7,1,2,19,2,2,5,110,2014
leede02,1942,6962,1081,1959,432,30,331,1078,104,48,874,1622,2011
leiteal01,419,530,15,45,7,1,0,16,0,0,35,290,2005
leskacu01,603,39,4,7,3,0,1,7,0,0,1,17,2004
lestejo01,318,157,9,10,3,0,0,7,0,0,10,70,2016
levinal01,416,2,0,0,0,0,0,0,0,0,0,0,2005
lewisco01,233,27,1,7,1,0,0,5,0,0,0,11,2016
lidgebr01,603,7,0,2,1,0,0,2,0,0,0,4,2012
lidleco01,277,170,10,22,4,1,1,8,0,0,9,87,2006
liebejo01,405,612,36,85,17,0,0,25,0,0,30,234,2008
liebemi01,1212,4218,534,1155,257,10,150,610,8,7,335,571,2007
lillyte01,357,347,10,35,6,1,0,17,3,2,8,149,2013
limajo01,351,292,18,38,4,0,0,10,0,0,7,101,2006
linceti01,281,474,26,53,4,2,0,19,0,0,34,244,2016
lincomi01,263,15,0,1,0,0,0,0,0,0,0,7,2010
lindad01,1228,4310,549,1166,245,12,186,664,6,5,365,898,2016
linebsc01,607,18,0,4,1,0,0,0,0,0,0,10,2011
lintodo01,112,7,0,0,0,0,0,0,0,0,0,3,2003
liriafr01,287,216,7,33,3,0,2,15,0,0,8,85,2016
lloydgr01,568,6,0,0,0,0,0,0,0,0,1,2,2003
loaizes01,379,271,16,46,4,1,0,18,0,1,3,69,2008
lockhke01,979,2268,290,591,117,17,44,268,30,15,195,268,2003
loducpa01,1082,3892,483,1112,222,8,80,481,20,19,266,295,2008
loeka01,322,6,1,1,0,0,0,0,0,0,1,3,2013
loewead01,77,37,4,7,1,0,1,4,0,0,3,13,2016
loftoke01,2103,8120,1528,2428,383,116,130,781,622,160,945,1016,2007
loganbo02,581,0,0,0,0,0,0,0,0,0,0,0,2016
lohseky01,472,509,23,78,9,0,0,31,0,1,9,163,2016
loneyja01,1443,5023,528,1425,267,21,108,669,38,21,397,652,2016
loopebr01,679,186,15,40,6,1,0,18,0,0,10,63,2009
lopezal02,297,46,0,2,0,0,0,0,0,0,2,25,2003
lopezfe01,1185,4337,600,1145,219,31,90,439,124,58,445,913,2011
lopezja01,1503,5319,674,1527,267,19,260,864,8,19,357,969,2006
lopezja02,839,12,1,1,0,0,0,1,0,0,0,6,2016
lopezlu02,721,1620,171,390,85,7,22,151,10,12,100,343,2005
lopezro01,257,145,4,9,0,0,0,1,0,0,3,75,2012
loretma01,1726,5812,768,1713,309,22,76,629,47,35,555,605,2009
louxsh01,58,1,0,0,0,0,0,0,0,0,0,0,2012
lowede01,682,436,30,65,13,0,1,25,1,0,29,129,2013
lowelmi01,1601,5813,771,1619,394,7,223,952,30,14,548,817,2010
lowema01,382,1,0,0,0,0,0,0,0,0,0,1,2016
ludwiry01,1065,3549,454,923,201,8,154,587,17,20,339,888,2014
lugoju01,1352,4758,688,1279,238,34,80,475,198,69,439,876,2011
lyonbr01,572,1,1,1,1,0,0,1,0,0,1,0,2013
mabryjo01,1322,3409,382,898,183,6,96,446,7,12,284,717,2007
macdomi01,407,0,0,0,0,0,0,0,0,0,0,0,2012
madsory01,622,49,3,6,1,0,0,2,0,0,2,21,2016
mahayro01,520,28,3,6,3,0,1,3,0,0,1,8,2010
